epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,2954.9,1.21618,0.74062,1.31911,0.86417,0.86119,0.89304,0.40209,2.0186,0.87271,1.96948,0.00021471,0.00021471,0.00021471
178,2971.54,1.18071,0.74324,1.32206,0.87711,0.86469,0.90662,0.40465,2.00982,0.86429,1.9599,0.000206458,0.000206458,0.000206458
179,2988.24,1.17747,0.71492,1.31368,0.87484,0.86412,0.89964,0.40199,1.99283,0.86121,1.94847,0.000198206,0.000198206,0.000198206
180,3005.06,1.22501,0.75435,1.33949,0.88809,0.88901,0.90026,0.39236,1.98722,0.84796,1.94655,0.000189955,0.000189955,0.000189955
181,3021.88,1.2169,0.74502,1.33491,0.8875,0.89482,0.90778,0.39451,1.99997,0.86563,1.97179,0.000181703,0.000181703,0.000181703
182,3038.63,1.18202,0.7196,1.30663,0.83997,0.86759,0.89393,0.38673,2.01307,0.8764,1.95698,0.000173451,0.000173451,0.000173451
183,3055.39,1.18761,0.7057,1.31187,0.89334,0.89115,0.91458,0.39639,2.0205,0.86209,1.98567,0.0001652,0.0001652,0.0001652
184,3072.09,1.18444,0.74401,1.32592,0.86284,0.86573,0.89593,0.39265,2.02155,0.86465,1.96729,0.000156948,0.000156948,0.000156948
185,3088.7,1.21305,0.76451,1.34065,0.86551,0.89031,0.90778,0.39598,2.0214,0.88022,1.98223,0.000148696,0.000148696,0.000148696
186,3105.34,1.18223,0.74713,1.31567,0.87099,0.89835,0.91273,0.40244,2.01336,0.87082,1.95909,0.000140445,0.000140445,0.000140445
187,3121.94,1.16693,0.7155,1.29414,0.8539,0.88048,0.91411,0.40853,2.00392,0.88163,1.93811,0.000132193,0.000132193,0.000132193
188,3138.71,1.16644,0.72318,1.30965,0.88134,0.8861,0.91561,0.39824,1.98629,0.85989,1.95546,0.000123941,0.000123941,0.000123941
189,3155.43,1.19092,0.74297,1.3385,0.86406,0.87598,0.89507,0.39695,1.98515,0.86356,1.93377,0.00011569,0.00011569,0.00011569
190,3172.24,1.18401,0.71458,1.3062,0.85926,0.88049,0.89505,0.39689,1.99922,0.87013,1.94282,0.000107438,0.000107438,0.000107438
191,3188.76,1.10792,0.54929,1.31198,0.8695,0.87906,0.8881,0.38845,1.9969,0.89429,1.98873,9.91865e-05,9.91865e-05,9.91865e-05
192,3204.99,1.15012,0.54597,1.32762,0.87198,0.8849,0.87785,0.37667,2.00474,0.90206,2.00034,9.09349e-05,9.09349e-05,9.09349e-05
193,3221.24,1.11345,0.54552,1.30514,0.84766,0.88035,0.86727,0.37823,2.01748,0.91748,1.9625,8.26832e-05,8.26832e-05,8.26832e-05
194,3237.52,1.12828,0.52872,1.30143,0.8795,0.88503,0.87888,0.37998,2.01148,0.88835,1.97847,7.44316e-05,7.44316e-05,7.44316e-05
195,3253.73,1.12175,0.53092,1.29128,0.87005,0.8949,0.88032,0.38428,2.014,0.87335,1.99096,6.61799e-05,6.61799e-05,6.61799e-05
196,3270.22,1.13312,0.52866,1.30162,0.87477,0.88188,0.88433,0.38318,2.02519,0.88811,1.98026,5.79283e-05,5.79283e-05,5.79283e-05
197,3286.42,1.12783,0.52232,1.31201,0.88121,0.89153,0.88497,0.37974,2.02658,0.88125,1.97881,4.96766e-05,4.96766e-05,4.96766e-05
198,3302.68,1.11799,0.5198,1.29571,0.88073,0.88161,0.88128,0.38212,2.01924,0.87933,1.97677,4.1425e-05,4.1425e-05,4.1425e-05
199,3318.94,1.08755,0.52315,1.26812,0.86004,0.89482,0.88313,0.38186,2.01627,0.88064,1.97837,3.31733e-05,3.31733e-05,3.31733e-05
200,3335.17,1.11513,0.53602,1.30482,0.88474,0.88903,0.89356,0.38481,2.01204,0.87732,1.97486,2.49217e-05,2.49217e-05,2.49217e-05
